user_id,vehicle_model,battery_capacity,charging_station,charging_station_location,start_time,end_time,energy_consumed,charging_duration,charging_rate,charging_cost,time_of_day,day_of_week,state_of_charge_start,state_of_charge_end,distance_driven,temperature,vehicle_age,charger_type,user_type
user_15,BMW i3,85,station_96,houston,1/1/24 14:00,1/1/24 17:32,12.92754529,3.421809338,24.21115012,18.55281568,afternoon,monday,71.68354384,63.70663794,155.3606054,39.50544569,4,level 1,casual driver
user_16,Nissan Leaf,100,station_147,los angeles,1/1/24 15:00,1/1/24 17:19,27.35431788,2.703286128,11.11249884,33.09349271,evening,monday,10.67715373,72.40347015,247.6594369,-8.302136899,2,dc fast charger,long-distance traveler
user_17,BMW i3,97.68181223,station_2,new york,1/1/24 16:00,1/1/24 18:02,24.72693768,3.458680279,49.40273862,17.49480846,evening,thursday,67.59197091,89.94222936,237.3064209,4.415329619,7,dc fast charger,commuter
user_18,Hyundai Kona,50,station_10,chicago,1/1/24 17:00,1/1/24 20:13,23.82404047,0.848218268,6.614280125,6.430589212,evening,friday,57.59519512,74.96195035,22.00682916,18.40570905,6,level 2,casual driver
user_19,Tesla Model 3,100,station_434,new york,1/1/24 18:00,1/1/24 21:03,42.63801819,0.807532158,20.49084605,25.07879371,evening,saturday,55.51705087,52.71348869,280.862071,37.43035653,0,level 1,long-distance traveler
user_20,BMW i3,50,station_125,los angeles,1/1/24 19:00,1/1/24 20:22,48.48248431,2.580925354,45.29143535,7.090844201,morning,wednesday,12.75487757,116.0956569,243.2557695,9.202409892,3,level 2,long-distance traveler
user_21,Nissan Leaf,50,station_81,los angeles,1/1/24 20:00,1/1/24 22:54,50.27906667,3.168872892,30.48996023,28.87289461,night,tuesday,16.54551237,77.93632714,15.4204446,33.9803101,3,level 2,casual driver
user_22,Hyundai Kona,62,station_485,new york,1/1/24 21:00,1/1/24 22:55,59.13503162,2.931761495,,34.8532344,evening,sunday,71.53031213,75.97435159,219.6263569,-2.755069332,5,level 1,commuter
user_23,BMW i3,75,station_140,chicago,1/1/24 22:00,1/2/24 1:02,49.19642959,2.562817304,19.19488284,14.85613122,afternoon,saturday,49.02423911,64.48187394,298.1881223,39.95893732,4,dc fast charger,long-distance traveler
user_24,Tesla Model 3,100,station_326,new york,1/1/24 23:00,1/1/24 23:31,68.44712632,2.071429209,49.71030697,38.4060617,morning,friday,19.23313913,74.00615088,280.9154682,3.580839954,5,dc fast charger,commuter
user_25,Tesla Model 3,100,station_150,houston,1/2/24 0:00,1/2/24 1:55,27.60438468,0.95713766,11.23853863,24.03753469,morning,wednesday,65.48688658,65.35209627,173.4715265,35.97782192,4,level 1,long-distance traveler
user_26,Chevy Bolt,75,station_288,san francisco,1/2/24 1:00,1/2/24 3:42,40.1780035,3.604173535,12.3186148,38.76319383,morning,saturday,80.34408373,79.99556313,82.75461394,21.53684397,1,dc fast charger,commuter
user_27,Chevy Bolt,75,station_361,houston,1/2/24 2:00,1/2/24 2:33,43.48775122,3.652540335,36.18237188,27.44831088,afternoon,thursday,88.74847907,87.824029,80.91266512,29.87220987,0,level 1,commuter
user_28,Nissan Leaf,50,station_340,san francisco,1/2/24 3:00,1/2/24 6:13,10.33851772,1.547713718,45.77673119,9.855826893,night,sunday,98.33279531,94.50485177,162.6865444,5.504758728,0,level 1,long-distance traveler
user_29,BMW i3,75,station_129,los angeles,1/2/24 4:00,1/2/24 4:35,31.68448459,2.439677938,48.64872319,25.617104,afternoon,friday,34.7276391,54.40205039,,20.37856231,3,level 2,casual driver
user_30,BMW i3,75,station_438,chicago,1/2/24 5:00,1/2/24 7:58,56.59325686,3.153257255,45.811731,33.13209178,afternoon,friday,29.2076717,85.00810624,186.1557321,12.33341537,0,dc fast charger,casual driver
user_31,Chevy Bolt,100,station_239,new york,1/2/24 6:00,1/2/24 9:54,19.4738006,1.435532787,7.043936342,36.94527292,afternoon,wednesday,31.32078698,78.05665282,,8.352906077,2,dc fast charger,casual driver
user_32,BMW i3,100,station_58,chicago,1/2/24 7:00,1/2/24 9:27,38.28919934,2.007664054,12.06439146,17.01178295,evening,wednesday,75.64477848,65.61730719,238.909311,2.273162901,6,level 1,commuter
user_33,BMW i3,100,station_198,new york,1/2/24 8:00,1/2/24 9:58,16.13623873,1.306927272,21.51781505,26.43819424,evening,monday,23.60399143,88.2000728,35.50388319,39.38401392,1,level 2,casual driver
user_34,Tesla Model 3,62,station_211,houston,1/2/24 9:00,1/2/24 12:03,60.06708509,0.999100188,7.651570047,18.03439004,afternoon,monday,22.88146663,51.43427868,46.35755886,13.99159748,1,level 2,casual driver
user_35,Chevy Bolt,75,station_402,houston,1/2/24 10:00,1/2/24 13:32,57.72437946,1.873581597,4.485647105,35.50300017,afternoon,friday,41.87247964,79.64797277,157.614654,28.42980738,2,dc fast charger,long-distance traveler
user_36,Hyundai Kona,75,station_390,new york,1/2/24 11:00,1/2/24 14:16,37.37451606,2.891676984,18.86580196,29.86624993,evening,tuesday,24.49220858,73.38017573,76.20353922,59.93197387,4,level 1,commuter
user_37,Chevy Bolt,75,station_45,chicago,1/2/24 12:00,1/2/24 15:10,39.94056362,3.470003434,28.62519933,15.85532743,evening,thursday,85.8575558,50.40365474,102.4303022,31.46130902,1,dc fast charger,casual driver
user_38,Hyundai Kona,75,station_97,new york,1/2/24 13:00,1/2/24 13:43,73.38661952,1.040452305,38.4508319,15.88270398,night,wednesday,49.27538753,94.5970819,42.09574394,33.92957037,6,dc fast charger,long-distance traveler
user_39,Tesla Model 3,85,station_279,los angeles,1/2/24 14:00,1/2/24 15:25,61.52075986,1.280410708,12.51024896,26.50571298,afternoon,monday,87.98462138,79.38844338,141.2437535,5.761050674,7,level 2,commuter
user_40,Nissan Leaf,100,station_23,houston,1/2/24 15:00,1/2/24 16:50,68.17785004,3.242446058,23.31161908,8.498571937,morning,thursday,17.04042002,56.07865101,130.3760138,-3.191455366,2,level 2,long-distance traveler
user_41,BMW i3,79.79920376,station_410,los angeles,1/2/24 16:00,1/2/24 18:58,67.51805822,1.96234054,6.89787833,29.22236195,night,sunday,80.86258863,62.52531777,119.6309923,35.23315849,2,level 2,casual driver
user_42,Tesla Model 3,100,station_461,houston,1/2/24 17:00,1/2/24 18:15,39.39874236,2.397715361,20.46036487,26.61971775,morning,saturday,28.25229826,96.28709224,111.0165395,19.78108389,3,level 2,commuter
user_43,BMW i3,85,station_391,houston,1/2/24 18:00,1/2/24 20:53,12.04931971,1.373881358,29.46894436,32.0420986,night,saturday,36.63685216,66.97610432,83.24522143,39.41613092,4,level 1,commuter
user_44,Nissan Leaf,48.79648264,station_335,san francisco,1/2/24 19:00,1/2/24 19:45,77.05360638,3.030202685,8.388039538,6.364629694,afternoon,friday,15.14412247,84.34232687,144.0139812,22.0694708,1,dc fast charger,casual driver
user_45,Nissan Leaf,75,station_44,los angeles,1/2/24 20:00,1/2/24 22:29,,3.296056589,5.114613366,30.03796889,morning,wednesday,15.22093897,132.9520105,49.38426636,32.01457654,4,level 2,long-distance traveler
user_46,Tesla Model 3,62,station_27,los angeles,1/2/24 21:00,1/2/24 22:53,46.80719594,3.877992453,16.91833198,10.60887579,evening,saturday,49.29876551,90.97067523,210.1710972,-0.039079031,1,dc fast charger,commuter
user_47,Nissan Leaf,75,station_282,san francisco,1/2/24 22:00,1/3/24 1:06,67.47546614,2.105117079,49.60079965,19.03070021,night,sunday,63.03594187,81.7509535,97.45390493,3.194124642,5,level 1,commuter
user_48,Hyundai Kona,62,station_97,chicago,1/2/24 23:00,1/2/24 23:37,30.71093403,1.633668608,6.352661445,18.13183171,morning,wednesday,76.12005336,76.68243091,18.93451549,27.89517678,0,level 2,commuter
user_49,Nissan Leaf,85,station_463,los angeles,1/3/24 0:00,1/3/24 1:57,,1.743435263,14.14966619,13.11287367,night,monday,77.80942282,87.94811448,212.9403418,-4.44667067,1,level 1,casual driver
user_50,BMW i3,100,station_36,new york,1/3/24 1:00,1/3/24 3:40,8.713190576,2.209542823,49.27534559,9.644101414,afternoon,saturday,27.19619601,86.89391764,170.4750541,5.378079584,6,level 2,long-distance traveler
user_51,BMW i3,85,station_109,san francisco,1/3/24 2:00,1/3/24 2:48,9.065880815,0.512378183,40.17800199,24.50189331,morning,tuesday,13.87385811,93.62842306,226.2193632,30.6919838,3,dc fast charger,casual driver
user_52,BMW i3,50,station_55,los angeles,1/3/24 3:00,1/3/24 5:06,58.73397362,1.889261518,13.1757273,28.10231006,morning,saturday,83.86192691,71.37448251,57.38072425,1.941105156,3,level 1,commuter
user_53,BMW i3,50,station_192,chicago,1/3/24 4:00,1/3/24 5:35,65.98624913,3.313802358,46.27844331,18.84961041,morning,wednesday,17.38966714,73.43803962,234.9966616,-7.719425911,0,level 2,long-distance traveler
user_54,Hyundai Kona,62,station_219,los angeles,1/3/24 5:00,1/3/24 6:48,74.99970643,1.911303154,35.92512612,34.08661866,night,tuesday,87.2893058,80.4164173,51.82835202,17.80538365,5,dc fast charger,long-distance traveler
user_55,Chevy Bolt,100,station_185,houston,1/3/24 6:00,1/3/24 7:55,17.76943641,3.314079763,34.45824194,9.798498138,evening,thursday,27.69749249,70.51026725,166.311463,19.70335918,4,dc fast charger,casual driver
user_56,Tesla Model 3,76.87610038,station_69,new york,1/3/24 7:00,1/3/24 9:33,50.26893407,1.67835842,36.30337235,38.94193996,evening,saturday,13.48827069,82.69521186,133.9920936,3.042829341,0,dc fast charger,casual driver
user_57,BMW i3,69.88407425,station_317,san francisco,1/3/24 8:00,1/3/24 11:51,76.45046499,3.873449981,11.33906316,30.19223444,evening,wednesday,63.67446344,55.38977608,191.937915,10.42464503,2,level 2,commuter
user_58,Nissan Leaf,62,station_130,houston,1/3/24 9:00,1/3/24 12:59,77.86372676,0.917902247,47.1540098,28.30319112,afternoon,saturday,56.91742176,57.46568225,129.3894111,38.46677945,3,dc fast charger,casual driver
user_59,BMW i3,100,station_55,chicago,1/3/24 10:00,1/3/24 12:59,21.89299268,1.285283897,25.37395431,8.637821691,morning,saturday,80.22553381,64.66736188,148.4156117,5.073167724,7,dc fast charger,casual driver
user_60,Nissan Leaf,100,station_378,houston,1/3/24 11:00,1/3/24 12:15,71.28000416,2.413754937,40.61639923,6.744728812,evening,wednesday,26.15659795,89.92458853,140.4652132,33.05773081,5,level 2,casual driver
user_61,Nissan Leaf,62,station_97,houston,1/3/24 12:00,1/3/24 14:22,21.82768818,2.082100007,26.50712322,36.0680415,evening,tuesday,33.25598509,51.50113227,48.04438716,38.65644396,7,level 1,casual driver
user_62,BMW i3,75,station_336,chicago,1/3/24 13:00,1/3/24 15:00,62.72316229,2.11789335,30.99702693,30.04444235,morning,monday,82.84418007,72.83328569,282.9423218,32.85273262,7,dc fast charger,casual driver
user_63,Hyundai Kona,124.3159114,station_87,houston,1/3/24 14:00,1/3/24 16:50,46.195137,0.650507579,47.87752356,30.86418086,afternoon,sunday,53.00518533,59.90164627,25.02725726,6.171256709,1,level 2,commuter
user_64,Nissan Leaf,100,station_294,san francisco,1/3/24 15:00,1/3/24 16:02,29.34565986,2.482090675,6.871184621,24.64975873,night,saturday,85.33141902,67.47790563,127.0218011,34.06193919,0,level 1,long-distance traveler
user_65,Nissan Leaf,50,station_119,los angeles,1/3/24 16:00,1/3/24 18:42,76.9334219,2.1234202,34.1768555,34.2283019,night,friday,27.17461533,92.1446337,295.8937221,7.941688092,3,dc fast charger,casual driver
user_66,BMW i3,62,station_208,houston,1/3/24 17:00,1/3/24 18:46,59.25460166,1.279620696,,12.2204383,night,thursday,77.03697399,91.82927487,167.2975728,35.27145069,7,level 2,long-distance traveler
user_67,Nissan Leaf,100,station_334,san francisco,1/3/24 18:00,1/3/24 21:04,37.06292778,1.609099433,15.23006259,37.87533458,morning,wednesday,7.520444727,67.79787265,98.14598102,16.48370594,2,level 2,long-distance traveler
user_68,Nissan Leaf,85,station_413,los angeles,1/3/24 19:00,1/3/24 21:30,67.69516175,0.857582465,32.97506874,13.77561921,afternoon,saturday,22.48839981,86.77766611,81.28450038,-7.332648304,6,dc fast charger,casual driver
user_69,BMW i3,75,station_154,los angeles,1/3/24 20:00,1/3/24 22:37,16.41401693,1.702974822,,21.66778664,morning,sunday,36.95028361,77.13616494,188.4714898,18.53871082,7,level 1,casual driver
user_70,BMW i3,50,station_35,houston,1/3/24 21:00,1/3/24 22:47,67.00568214,3.608030961,4.092360865,14.42396639,night,monday,57.67766075,57.11286225,276.3684303,-2.724902766,4,level 1,long-distance traveler
user_71,Tesla Model 3,75,station_79,san francisco,1/3/24 22:00,1/4/24 1:01,70.61729259,3.280142969,26.07041363,15.47077791,evening,wednesday,86.2260252,57.96965542,23.00399875,34.84790798,3,level 1,commuter
user_72,Hyundai Kona,75,station_67,houston,1/3/24 23:00,1/4/24 0:36,61.13047583,0.947277209,23.28180496,37.14898173,evening,saturday,34.89904375,92.35566117,58.85531552,7.662649709,1,dc fast charger,long-distance traveler
user_73,Hyundai Kona,85,station_343,chicago,1/4/24 0:00,1/4/24 2:24,22.88203842,1.569470714,29.9892225,10.70958202,evening,thursday,15.67448547,96.59770242,98.47402709,19.21316449,3,dc fast charger,commuter
user_74,Nissan Leaf,59.83272651,station_413,los angeles,1/4/24 1:00,1/4/24 2:32,12.89488719,0.581504778,40.8840989,15.19733417,night,friday,31.5491822,97.46254098,183.1712811,28.63760432,2,level 1,long-distance traveler
user_75,Hyundai Kona,85,station_34,houston,1/4/24 2:00,1/4/24 4:22,69.16916706,2.285242161,5.557358509,20.76646441,afternoon,wednesday,41.08904487,74.39951853,276.5748192,20.01432447,4,level 1,casual driver
user_76,Nissan Leaf,50,station_97,los angeles,1/4/24 3:00,1/4/24 5:03,,3.520690376,9.569245073,24.79072323,night,saturday,51.28140347,93.19846283,171.8961532,-5.27572798,4,level 1,commuter
user_77,Tesla Model 3,100,station_169,san francisco,1/4/24 4:00,1/4/24 5:17,49.2788374,3.865136107,49.41151926,39.93168076,morning,tuesday,86.32698824,75.50151044,246.3443697,30.08205881,0,level 1,long-distance traveler
user_78,BMW i3,75,station_169,new york,1/4/24 5:00,1/4/24 8:40,31.21888968,3.340997592,30.02591267,17.60489531,afternoon,monday,39.51761676,71.27176464,242.4855629,39.83142977,3,level 2,commuter
user_79,BMW i3,100,station_151,houston,1/4/24 6:00,1/4/24 9:55,30.65169982,1.028818667,28.52235334,39.32205438,evening,friday,38.12132999,81.19721084,12.14951668,-4.932743443,1,dc fast charger,casual driver
user_80,BMW i3,75,station_71,houston,1/4/24 7:00,1/4/24 7:41,59.98647673,3.7293654,23.41792115,15.68301656,afternoon,wednesday,88.09676846,96.13056859,281.7637403,15.06062245,0,level 1,commuter
user_81,Hyundai Kona,48.05069473,station_3,los angeles,1/4/24 8:00,1/4/24 11:05,51.67374779,0.691755364,46.59567841,18.01181178,afternoon,saturday,55.07217408,62.93578011,222.2746667,2.554243803,7,level 2,casual driver
user_82,Tesla Model 3,50,station_314,san francisco,1/4/24 9:00,1/4/24 12:21,35.90724265,2.725560846,25.60162087,19.2835227,night,friday,48.88762426,43.05075612,93.85786769,33.07675146,6,level 1,casual driver
user_83,Hyundai Kona,85,station_32,chicago,1/4/24 10:00,1/4/24 13:20,41.60783353,0.807068745,,29.53293287,afternoon,tuesday,54.99764908,97.26161624,94.64525016,17.73738779,3,level 1,commuter
user_84,Hyundai Kona,62,station_287,san francisco,1/4/24 11:00,1/4/24 13:54,32.83295683,3.408638345,44.49236614,39.67482338,night,wednesday,26.65472205,63.71062692,279.898272,5.803389498,1,level 2,casual driver
user_85,Tesla Model 3,50,station_82,houston,1/4/24 12:00,1/4/24 13:09,57.92445004,1.261117293,12.53816191,19.81732291,morning,friday,49.87203405,54.26143302,64.13545484,1.825449687,1,level 1,casual driver
user_86,Tesla Model 3,100,station_43,chicago,1/4/24 13:00,1/4/24 16:26,21.65616412,1.894426888,32.95451082,18.02550999,afternoon,wednesday,78.43462826,97.72544036,170.5577254,10.40151143,3,level 1,casual driver
user_87,Tesla Model 3,62,station_391,san francisco,1/4/24 14:00,1/4/24 15:54,41.01058175,3.366955775,45.3201096,18.06652173,afternoon,wednesday,73.62283684,83.05427336,103.7883061,-4.572249344,3,level 2,commuter
user_88,Tesla Model 3,62,station_105,new york,1/4/24 15:00,1/4/24 16:26,79.81869447,2.606479629,13.00973223,35.97131697,afternoon,friday,86.1117565,69.39563152,274.0206539,10.69221009,2,level 2,casual driver
user_89,BMW i3,85,station_1,los angeles,1/4/24 16:00,1/4/24 17:56,33.07294951,1.469659587,30.34474845,15.55083823,evening,wednesday,105.032224,83.02347312,164.6828924,-6.514431827,1,level 2,long-distance traveler
user_90,Chevy Bolt,75,station_61,san francisco,1/4/24 17:00,1/4/24 18:53,27.84315247,2.543139661,17.00464385,12.27833192,night,tuesday,47.99218335,85.86518689,79.35497904,7.516861653,7,level 2,casual driver
user_91,Chevy Bolt,50,station_270,san francisco,1/4/24 18:00,1/4/24 21:41,28.44077392,1.079658655,42.42512683,13.77980418,night,friday,13.6672408,96.34603462,398.3647747,27.81313555,0,level 2,long-distance traveler
user_92,Tesla Model 3,62,station_180,new york,1/4/24 19:00,1/4/24 22:52,68.57302471,2.930390646,5.454692702,15.88941448,evening,saturday,50.31669101,93.89345035,191.4559945,37.89979105,4,level 1,commuter
user_93,Chevy Bolt,85,station_224,houston,1/4/24 20:00,1/4/24 23:34,65.43101691,0.929486554,20.27269894,10.39565797,night,sunday,76.46681164,75.84995703,71.43600424,30.19970956,6,dc fast charger,long-distance traveler
user_94,Chevy Bolt,75,station_6,los angeles,1/4/24 21:00,1/4/24 23:30,71.61568949,3.515012006,31.27184453,21.26356051,morning,friday,51.79450504,64.55436325,16.68144582,-1.719850009,3,level 2,casual driver
user_95,Tesla Model 3,85,station_103,san francisco,1/4/24 22:00,1/5/24 1:51,7.93090145,2.342395786,44.12212999,33.81843011,evening,tuesday,42.73907176,72.9660231,55.67750505,16.80835827,7,dc fast charger,casual driver
user_96,Chevy Bolt,24.59992215,station_10,chicago,1/4/24 23:00,1/5/24 0:43,,1.382497912,32.43654898,38.05802232,night,tuesday,48.32735368,85.06742212,,23.39846836,5,level 1,casual driver
user_97,Hyundai Kona,75,station_71,san francisco,1/5/24 0:00,1/5/24 2:16,55.72920335,3.82901181,21.72306732,38.09371751,morning,tuesday,63.40496814,68.34785564,74.05219273,34.66345577,0,level 2,casual driver
user_98,Nissan Leaf,85,station_90,los angeles,1/5/24 1:00,1/5/24 3:33,31.04657496,0.690281625,28.00485915,6.254545331,night,saturday,47.15786096,66.1934884,,15.62739592,7,dc fast charger,casual driver
user_99,Nissan Leaf,62,station_226,san francisco,1/5/24 2:00,1/5/24 5:47,15.91756324,3.34839065,17.55162621,9.531208381,evening,saturday,80.19872331,73.21652207,117.79184,15.43580703,1,dc fast charger,casual driver
user_100,Tesla Model 3,100,station_158,new york,1/5/24 3:00,1/5/24 5:09,50.90348236,3.621317101,,28.33888703,night,sunday,54.44920446,60.55781888,10.44192923,30.04488288,7,dc fast charger,commuter
user_101,BMW i3,77.29894529,station_228,san francisco,1/5/24 4:00,1/5/24 7:53,71.47764853,0.652582226,,11.36377565,morning,sunday,27.57501003,53.78802525,197.6456759,28.97677093,3,dc fast charger,casual driver
user_102,Tesla Model 3,100,station_405,san francisco,1/5/24 5:00,1/5/24 6:12,74.15366016,4.123064396,31.27742949,26.0001564,morning,wednesday,12.95698802,52.9899671,91.38484095,35.79315362,0,dc fast charger,long-distance traveler
user_103,BMW i3,75,station_126,chicago,1/5/24 6:00,1/5/24 8:28,46.77551047,3.118508442,32.08005239,18.58840411,morning,wednesday,77.52375723,56.73141037,246.2228513,27.26694562,4,level 2,long-distance traveler
user_104,Nissan Leaf,95.15365777,station_444,new york,1/5/24 7:00,1/5/24 7:52,8.4696438,1.956178168,16.0193428,31.23839757,night,thursday,84.39953459,73.56686202,297.5524475,22.1717677,1,level 2,long-distance traveler
user_105,Tesla Model 3,85,station_209,new york,1/5/24 8:00,1/5/24 11:04,61.69743867,2.525513037,30.78399682,22.48712027,evening,sunday,84.27365688,57.22115431,208.6484696,28.31215671,6,level 2,commuter
user_106,Hyundai Kona,62,station_97,san francisco,1/5/24 9:00,1/5/24 12:35,41.26415505,3.604454743,29.08169093,29.01626915,night,sunday,64.41936676,73.23718921,268.5152778,19.63653157,6,dc fast charger,long-distance traveler
user_107,Chevy Bolt,85,station_74,chicago,1/5/24 10:00,1/5/24 11:06,6.503953234,1.487800086,35.93476782,35.24185936,afternoon,wednesday,67.51829977,57.34995236,204.7682814,35.95974295,6,dc fast charger,long-distance traveler
user_108,BMW i3,147.3953543,station_115,san francisco,1/5/24 11:00,1/5/24 13:43,65.89318362,3.146250636,24.83213224,11.03767314,evening,tuesday,27.38119598,64.70149353,74.92331106,13.41962956,6,level 1,long-distance traveler
user_109,Chevy Bolt,50,station_191,san francisco,1/5/24 12:00,1/5/24 13:34,13.26290902,3.069015227,47.67047064,32.90930541,afternoon,thursday,24.99894964,90.02000106,220.6738557,31.87333447,3,dc fast charger,commuter
user_110,Chevy Bolt,85,station_495,los angeles,1/5/24 13:00,1/5/24 15:43,,3.292576517,49.87870861,13.28397591,night,sunday,59.84918721,56.29416195,137.1372569,0.034127145,5,level 1,long-distance traveler
user_111,Tesla Model 3,62,station_170,los angeles,1/5/24 14:00,1/5/24 17:27,27.42595097,0.911151791,32.16501549,19.78138636,evening,tuesday,74.64716691,10.08007433,216.0702778,-4.153203087,5,level 1,long-distance traveler
user_112,Chevy Bolt,100,station_307,chicago,1/5/24 15:00,1/5/24 15:51,7.358446629,2.430793371,11.48048586,13.78679636,afternoon,monday,77.48990309,71.62801503,166.673967,-7.811348602,5,level 2,commuter
user_113,Hyundai Kona,100,station_448,houston,1/5/24 16:00,1/5/24 18:14,36.137269,2.449346455,36.37707579,7.87091787,night,sunday,48.61219347,95.83119936,48.11698069,32.30733829,1,dc fast charger,casual driver
user_114,Chevy Bolt,85,station_204,los angeles,1/5/24 17:00,1/5/24 18:57,29.16952954,1.837402026,28.50456454,9.16414808,evening,saturday,64.06837901,83.78854261,241.9981707,42.73966105,5,dc fast charger,long-distance traveler
user_115,Tesla Model 3,85,station_56,houston,1/5/24 18:00,1/5/24 21:02,43.44537898,1.405889911,,34.67514514,morning,friday,55.70562012,52.80830823,38.19901104,19.86952895,5,level 1,casual driver
user_116,Hyundai Kona,100,station_208,new york,1/5/24 19:00,1/5/24 21:34,26.86910961,2.463684938,12.05183663,17.54159529,morning,monday,28.17984729,54.56240134,289.5682377,7.791379352,3,level 1,long-distance traveler
user_117,Nissan Leaf,85,station_41,los angeles,1/5/24 20:00,1/5/24 21:48,17.93347917,2.782209566,25.58416842,25.49744244,morning,saturday,29.95132195,76.87588685,104.3978667,38.36358112,7,dc fast charger,commuter
user_118,Chevy Bolt,50,station_32,los angeles,1/5/24 21:00,1/5/24 22:59,60.47162635,3.18825895,,15.88570515,afternoon,saturday,74.53957948,79.36511566,84.37563039,32.83617858,2,level 1,casual driver
user_119,Tesla Model 3,50,station_15,chicago,1/5/24 22:00,1/6/24 1:49,17.70473747,3.462571541,19.71367994,19.91512429,afternoon,tuesday,47.80623479,79.37151434,258.6456707,-9.345375215,7,dc fast charger,commuter
user_120,Nissan Leaf,63.09631665,station_62,houston,1/5/24 23:00,1/6/24 0:20,47.7140959,1.176839308,,15.35252653,night,wednesday,49.53760262,57.93745966,214.4674794,34.27808119,1,dc fast charger,casual driver
user_121,Nissan Leaf,85,station_155,los angeles,1/6/24 0:00,1/6/24 3:25,71.18526462,1.425652551,10.29979972,5.138664199,morning,friday,36.8840837,73.96777838,276.2224925,-4.808919737,6,level 1,commuter
user_122,BMW i3,75,station_284,los angeles,1/6/24 1:00,1/6/24 3:11,39.64439032,1.925741841,13.79828911,6.965265891,afternoon,wednesday,20.41744854,57.50198821,,22.57201158,6,level 2,casual driver
user_123,Hyundai Kona,62,station_209,chicago,1/6/24 2:00,1/6/24 5:47,24.84871287,3.318368304,32.23574668,19.91298423,morning,wednesday,60.66782802,53.92638458,260.7073136,11.20346484,3,dc fast charger,casual driver
user_124,Chevy Bolt,50,station_320,chicago,1/6/24 3:00,1/6/24 5:15,7.515940356,3.416869599,10.62138589,34.76080834,night,sunday,61.76280197,83.20780147,126.5918375,9.791242681,6,level 1,casual driver
